MolClin	RefNo	InvNo	OrderNo	Prefix	Gene	Suffix
M	16164	1252	1		KDM2B/MORN3	
M	16164	1252	2		KDM2B	+
M	16164	1252	3		MORN3	+
M	16164	1253	1		COL23A1/FAM193B	
M	16164	1253	2		COL23A1	+
M	16164	1253	3		FAM193B	+
M	16164	1254	1		MEGF8/PRR19	
M	16164	1254	2		MEGF8	+
M	16164	1254	3		PRR19	+
M	16164	1255	1		KTN1/ME3	
M	16164	1255	2		KTN1	+
M	16164	1255	3		ME3	+
M	16164	1256	1		HDAC4/GAS8	
M	16164	1256	2		HDAC4	+
M	16164	1256	3		GAS8	+
M	16164	1257	1		ITGA9/RFTN1	
M	16164	1257	2		ITGA9	+
M	16164	1257	3		RFTN1	+
M	16164	1258	1		ESCO1/GREB1L	
M	16164	1258	2		ESCO1	+
M	16164	1258	3		GREB1L	+
M	16164	1259	1		BCR/MRVI1	
M	16164	1259	2		BCR	+
M	16164	1259	3		MRVI1	+
M	16164	1260	1		LENG1/ACSBG2	
M	16164	1260	2		LENG1	+
M	16164	1260	3		ACSBG2	+
M	16164	1261	1		RNF4/FSIP1	
M	16164	1261	2		RNF4	+
M	16164	1261	3		FSIP1	+
M	16164	1262	1		MIB1/GREB1L	
M	16164	1262	2		MIB1	+
M	16164	1262	3		GREB1L	+
M	16164	1263	1		ARHGAP26/AFAP1L1	
M	16164	1263	2		ARHGAP26	+
M	16164	1263	3		AFAP1L1	+
M	16164	1264	1		QKI/PACRG	
M	16164	1264	2		QKI	+
M	16164	1264	3		PACRG	+
M	16164	1265	1		AFF4/KDM2B	
M	16164	1265	2		AFF4	+
M	16164	1265	3		KDM2B	+
M	16164	1266	1		ANAPC5/KDM2B	
M	16164	1266	2		ANAPC5	+
M	16164	1266	3		KDM2B	+
M	16164	1267	1		ANAPC5/KDM2B	
M	16164	1267	2		ANAPC5	+
M	16164	1267	3		KDM2B	+
M	16164	1268	1		MDM2/EGFR	
M	16164	1268	2		MDM2	+
M	16164	1268	3		EGFR	+
M	16164	1269	1		CUX1/THSD7A	
M	16164	1269	2		CUX1	+
M	16164	1269	3		THSD7A	+
M	16164	1270	1		PTPRJ/STK33	
M	16164	1270	2		PTPRJ	+
M	16164	1270	3		STK33	+
M	16164	1271	1		SLC9B2/CENPE	
M	16164	1271	2		SLC9B2	+
M	16164	1271	3		CENPE	+
M	16164	1272	1		MPP5/GPHN	
M	16164	1272	2		MPP5	+
M	16164	1272	3		GPHN	+
M	16164	1273	1		MPP5/GPHN	
M	16164	1273	2		MPP5	+
M	16164	1273	3		GPHN	+
M	16164	1274	1		ESYT3/RPN1	
M	16164	1274	2		ESYT3	+
M	16164	1274	3		RPN1	+
M	16164	1275	1		SEC61G/EGFR	
M	16164	1275	2		SEC61G	+
M	16164	1275	3		EGFR	+
M	16164	1276	1		SEC61G/EGFR	
M	16164	1276	2		SEC61G	+
M	16164	1276	3		EGFR	+
M	16164	1277	1		STK40/GPHN	
M	16164	1277	2		STK40	+
M	16164	1277	3		GPHN	+
M	16164	1278	1		GADD45GIP1/CSTF1	
M	16164	1278	2		GADD45GIP1	+
M	16164	1278	3		CSTF1	+
M	16164	1279	1		RTN4/DTNB	
M	16164	1279	2		RTN4	+
M	16164	1279	3		DTNB	+
M	16164	1280	1		PUF60/ZNF250	
M	16164	1280	2		PUF60	+
M	16164	1280	3		ZNF250	+
M	16164	1281	1		WAC/UBAC2	
M	16164	1281	2		WAC	+
M	16164	1281	3		UBAC2	+
M	16164	1282	1		TBC1D14/EVC2	
M	16164	1282	2		TBC1D14	+
M	16164	1282	3		EVC2	+
M	16164	1283	1		GCNT2/TXNDC5	
M	16164	1283	2		GCNT2	+
M	16164	1283	3		TXNDC5	+
M	16164	1284	1		FAM102A/PHF19	
M	16164	1284	2		FAM102A	+
M	16164	1284	3		PHF19	+
M	16164	1285	1		HEYL/COL9A2	
M	16164	1285	2		HEYL	+
M	16164	1285	3		COL9A2	+
M	16164	1286	1		DDX31/AK8	
M	16164	1286	2		DDX31	+
M	16164	1286	3		AK8	+
M	16164	1287	1		HIVEP1/TXNDC5	
M	16164	1287	2		HIVEP1	+
M	16164	1287	3		TXNDC5	+
M	16164	1288	1		THOC5/SEC14L3	
M	16164	1288	2		THOC5	+
M	16164	1288	3		SEC14L3	+
M	16164	1289	1		DIP2C/PLD5	
M	16164	1289	2		DIP2C	+
M	16164	1289	3		PLD5	+
M	16164	1290	1		UBA1/KRBOX4	
M	16164	1290	2		UBA1	+
M	16164	1290	3		KRBOX4	+
M	16164	1291	1		ZNF771/ZNF48	
M	16164	1291	2		ZNF771	+
M	16164	1291	3		ZNF48	+
M	16164	1292	1		SAP30BP/KCTD2	
M	16164	1292	2		SAP30BP	+
M	16164	1292	3		KCTD2	+
M	16164	1293	1		ST3GAL3/TAL1	
M	16164	1293	2		ST3GAL3	+
M	16164	1293	3		TAL1	+
M	16164	1294	1		FSCN1/CD36	
M	16164	1294	2		FSCN1	+
M	16164	1294	3		CD36	+
M	16164	1295	1		NFYA/TSPO2	
M	16164	1295	2		NFYA	+
M	16164	1295	3		TSPO2	+
M	16164	1296	1		ABCA7/COL5A3	
M	16164	1296	2		ABCA7	+
M	16164	1296	3		COL5A3	+
M	16164	1297	1		TRPS1/TBC1D9B	
M	16164	1297	2		TRPS1	+
M	16164	1297	3		TBC1D9B	+
M	16164	1298	1		TNKS/RHOT1	
M	16164	1298	2		TNKS	+
M	16164	1298	3		RHOT1	+
M	16164	1299	1		SETD2/CD58	
M	16164	1299	2		SETD2	+
M	16164	1299	3		CD58	+
M	16164	1300	1		DIP2B/RTTN	
M	16164	1300	2		DIP2B	+
M	16164	1300	3		RTTN	+
M	16164	1301	1		UBE2J2/MXRA8	
M	16164	1301	2		UBE2J2	+
M	16164	1301	3		MXRA8	+
M	16164	1302	1		TCF12/TEX9	
M	16164	1302	2		TCF12	+
M	16164	1302	3		TEX9	+
M	16164	1303	1		MLIP/LRRC1	
M	16164	1303	2		MLIP	+
M	16164	1303	3		LRRC1	+
M	16164	1304	1		NFYC/ZBTB7B	
M	16164	1304	2		NFYC	+
M	16164	1304	3		ZBTB7B	+
M	16164	1305	1		PNCK/HCFC1	
M	16164	1305	2		PNCK	+
M	16164	1305	3		HCFC1	+
M	16164	1306	1		PMEPA1/PTGIS	
M	16164	1306	2		PMEPA1	+
M	16164	1306	3		PTGIS	+
M	16164	1307	1		ELL/PBX4	
M	16164	1307	2		ELL	+
M	16164	1307	3		PBX4	+
M	16164	1308	1		TCF12/TMEM255B	
M	16164	1308	2		TCF12	+
M	16164	1308	3		TMEM255B	+
M	16164	1309	1		SYF2/RHD	
M	16164	1309	2		SYF2	+
M	16164	1309	3		RHD	+
M	16164	1310	1		ARFGAP2/MTCH2	
M	16164	1310	2		ARFGAP2	+
M	16164	1310	3		MTCH2	+
M	16164	1311	1		ARFGAP2/MTCH2	
M	16164	1311	2		ARFGAP2	+
M	16164	1311	3		MTCH2	+
M	16164	1312	1		SH3BGRL2/EYS	
M	16164	1312	2		SH3BGRL2	+
M	16164	1312	3		EYS	+
M	16164	1313	1		PLEKHM2/LPCAT2	
M	16164	1313	2		PLEKHM2	+
M	16164	1313	3		LPCAT2	+
M	16164	1314	1		CACHD1/CLIC4	
M	16164	1314	2		CACHD1	+
M	16164	1314	3		CLIC4	+
M	16164	1315	1		LMBRD1/EYS	
M	16164	1315	2		LMBRD1	+
M	16164	1315	3		EYS	+
M	16164	1316	1		PIN4/LPCAT2	
M	16164	1316	2		PIN4	+
M	16164	1316	3		LPCAT2	+
M	16164	1317	1		APPL1/SPATA12	
M	16164	1317	2		APPL1	+
M	16164	1317	3		SPATA12	+
M	16164	1318	1		APPL1/SPATA12	
M	16164	1318	2		APPL1	+
M	16164	1318	3		SPATA12	+
M	16164	1319	1		CTBP2/FBXO17	
M	16164	1319	2		CTBP2	+
M	16164	1319	3		FBXO17	+
M	16164	1320	1		SERINC5/TTC39A	
M	16164	1320	2		SERINC5	+
M	16164	1320	3		TTC39A	+
M	16164	1321	1		LIN54/RASGEF1B	
M	16164	1321	2		LIN54	+
M	16164	1321	3		RASGEF1B	+
M	16164	1322	1		ZNF550/CXCL17	
M	16164	1322	2		ZNF550	+
M	16164	1322	3		CXCL17	+
M	16164	1323	1		CNOT2/RAB3IP	
M	16164	1323	2		CNOT2	+
M	16164	1323	3		RAB3IP	+
M	16164	1324	1		MZF1/TRIM28	
M	16164	1324	2		MZF1	+
M	16164	1324	3		TRIM28	+
M	16164	1325	1		ACKR2/POMGNT2	
M	16164	1325	2		ACKR2	+
M	16164	1325	3		POMGNT2	+
M	16164	1326	1		MCM9/FAM184A	
M	16164	1326	2		MCM9	+
M	16164	1326	3		FAM184A	+
M	16164	1327	1		SHROOM3/TRIM28	
M	16164	1327	2		SHROOM3	+
M	16164	1327	3		TRIM28	+
M	16164	1328	1		METTL24/SLC22A16	
M	16164	1328	2		METTL24	+
M	16164	1328	3		SLC22A16	+
M	16164	1329	1		DDX6/LNX2	
M	16164	1329	2		DDX6	+
M	16164	1329	3		LNX2	+
M	16164	1330	1		BSG/CDC34	
M	16164	1330	2		BSG	+
M	16164	1330	3		CDC34	+
M	16164	1331	1		NIPBL/WDR70	
M	16164	1331	2		NIPBL	+
M	16164	1331	3		WDR70	+
M	16164	1332	1		NIPBL/WDR70	
M	16164	1332	2		NIPBL	+
M	16164	1332	3		WDR70	+
M	16164	1333	1		PLEKHA6/DTX3	
M	16164	1333	2		PLEKHA6	+
M	16164	1333	3		DTX3	+
M	16164	1334	1		ANKRD11/KLHL32	
M	16164	1334	2		ANKRD11	+
M	16164	1334	3		KLHL32	+
M	16164	1335	1		NAALADL2/VPS13C	
M	16164	1335	2		NAALADL2	+
M	16164	1335	3		VPS13C	+
M	16164	1336	1		SHPRH/NDUFS5	
M	16164	1336	2		SHPRH	+
M	16164	1336	3		NDUFS5	+
M	16164	1337	1		CA13/NDUFS5	
M	16164	1337	2		CA13	+
M	16164	1337	3		NDUFS5	+
M	16164	1338	1		PHF21A/GLIS2	
M	16164	1338	2		PHF21A	+
M	16164	1338	3		GLIS2	+
M	16164	1339	1		RIC8B/RFX4	
M	16164	1339	2		RIC8B	+
M	16164	1339	3		RFX4	+
M	16164	1340	1		LAMA5/UBN1	
M	16164	1340	2		LAMA5	+
M	16164	1340	3		UBN1	+
M	16164	1341	1		OAZ1/TCF3	
M	16164	1341	2		OAZ1	+
M	16164	1341	3		TCF3	+
M	16164	1342	1		OAZ1/TCF3	
M	16164	1342	2		OAZ1	+
M	16164	1342	3		TCF3	+
M	16164	1343	1		OAZ1/TCF3	
M	16164	1343	2		OAZ1	+
M	16164	1343	3		TCF3	+
M	16164	1344	1		TSFM/INHBE	
M	16164	1344	2		TSFM	+
M	16164	1344	3		INHBE	+
M	16164	1345	1		SCYL2/DEPDC4	
M	16164	1345	2		SCYL2	+
M	16164	1345	3		DEPDC4	+
M	16164	1346	1		MSL2/STAG1	
M	16164	1346	2		MSL2	+
M	16164	1346	3		STAG1	+
M	16164	1347	1		MSL2/STAG1	
M	16164	1347	2		MSL2	+
M	16164	1347	3		STAG1	+
M	16164	1348	1		GFM1/MLF1	
M	16164	1348	2		GFM1	+
M	16164	1348	3		MLF1	+
M	16164	1349	1		CCNY/DENND1A	
M	16164	1349	2		CCNY	+
M	16164	1349	3		DENND1A	+
M	16164	1350	1		UBL3/MTIF3	
M	16164	1350	2		UBL3	+
M	16164	1350	3		MTIF3	+
M	16164	1351	1		RNF135/RAB11FIP4	
M	16164	1351	2		RNF135	+
M	16164	1351	3		RAB11FIP4	+
M	16164	1352	1		FAM193A/TNIP2	
M	16164	1352	2		FAM193A	+
M	16164	1352	3		TNIP2	+
M	16164	1353	1		OAZ1/CSNK1G2	
M	16164	1353	2		OAZ1	+
M	16164	1353	3		CSNK1G2	+
M	16164	1354	1		OAZ1/CSNK1G2	
M	16164	1354	2		OAZ1	+
M	16164	1354	3		CSNK1G2	+
M	16164	1355	1		AKAP1/GGA3	
M	16164	1355	2		AKAP1	+
M	16164	1355	3		GGA3	+
M	16164	1356	1		GRAMD4/FBLN1	
M	16164	1356	2		GRAMD4	+
M	16164	1356	3		FBLN1	+
M	16164	1357	1		ITPR2/DCDC2	
M	16164	1357	2		ITPR2	+
M	16164	1357	3		DCDC2	+
M	16164	1358	1		MAPK1IP1L/ARF6	
M	16164	1358	2		MAPK1IP1L	+
M	16164	1358	3		ARF6	+
M	16164	1359	1		ACTN1/RNF41	
M	16164	1359	2		ACTN1	+
M	16164	1359	3		RNF41	+
M	16164	1360	1		ABTB2/APIP	
M	16164	1360	2		ABTB2	+
M	16164	1360	3		APIP	+
M	16164	1361	1		ZNF615/ZNF614	
M	16164	1361	2		ZNF615	+
M	16164	1361	3		ZNF614	+
M	16164	1362	1		URI1/RYR1	
M	16164	1362	2		URI1	+
M	16164	1362	3		RYR1	+
M	16164	1363	1		SMCHD1/DLGAP1	
M	16164	1363	2		SMCHD1	+
M	16164	1363	3		DLGAP1	+
M	16164	1364	1		TMOD3/BCL2L10	
M	16164	1364	2		TMOD3	+
M	16164	1364	3		BCL2L10	+
M	16164	1365	1		FBXO9/CD74	
M	16164	1365	2		FBXO9	+
M	16164	1365	3		CD74	+
M	16164	1366	1		SMAD3/DLGAP4	
M	16164	1366	2		SMAD3	+
M	16164	1366	3		DLGAP4	+
M	16164	1367	1		USP46/PCDH7	
M	16164	1367	2		USP46	+
M	16164	1367	3		PCDH7	+
M	16164	1368	1		UBA2/GPI	
M	16164	1368	2		UBA2	+
M	16164	1368	3		GPI	+
M	16164	1369	1		UBA2/GPI	
M	16164	1369	2		UBA2	+
M	16164	1369	3		GPI	+
M	16164	1370	1		TAF2/SAMD12	
M	16164	1370	2		TAF2	+
M	16164	1370	3		SAMD12	+
M	16164	1371	1		GABPB2/OR10J1	
M	16164	1371	2		GABPB2	+
M	16164	1371	3		OR10J1	+
M	16164	1372	1		MYOF/C10ORF90	
M	16164	1372	2		MYOF	+
M	16164	1372	3		C10ORF90	+
M	16164	1373	1		AGO2/SAMD12	
M	16164	1373	2		AGO2	+
M	16164	1373	3		SAMD12	+
M	16164	1374	1		EXT1/SAMD12	
M	16164	1374	2		EXT1	+
M	16164	1374	3		SAMD12	+
M	16164	1375	1		EXT1/SAMD12	
M	16164	1375	2		EXT1	+
M	16164	1375	3		SAMD12	+
M	16164	1376	1		HSD11B1/AMACR	
M	16164	1376	2		HSD11B1	+
M	16164	1376	3		AMACR	+
M	16164	1377	1		KCMF1/TMSB10	
M	16164	1377	2		KCMF1	+
M	16164	1377	3		TMSB10	+
M	16164	1378	1		KIAA1217/RNF10	
M	16164	1378	2		KIAA1217	+
M	16164	1378	3		RNF10	+
M	16164	1379	1		ADI1/KHDRBS3	
M	16164	1379	2		ADI1	+
M	16164	1379	3		KHDRBS3	+
M	16164	1380	1		L2HGDH/LMBRD1	
M	16164	1380	2		L2HGDH	+
M	16164	1380	3		LMBRD1	+
M	16164	1381	1		SWI5/DNM1	
M	16164	1381	2		SWI5	+
M	16164	1381	3		DNM1	+
M	16164	1382	1		COQ4/DNM1	
M	16164	1382	2		COQ4	+
M	16164	1382	3		DNM1	+
M	16164	1383	1		PDE7A/ADHFE1	
M	16164	1383	2		PDE7A	+
M	16164	1383	3		ADHFE1	+
M	16164	1384	1		MED1/TMPRSS9	
M	16164	1384	2		MED1	+
M	16164	1384	3		TMPRSS9	+
M	16164	1385	1		RARA/ZNF595	
M	16164	1385	2		RARA	+
M	16164	1385	3		ZNF595	+
M	16164	1386	1		C2ORF42/TGFA	
M	16164	1386	2		C2ORF42	+
M	16164	1386	3		TGFA	+
M	16164	1387	1		AKT2/DPY19L3	
M	16164	1387	2		AKT2	+
M	16164	1387	3		DPY19L3	+
M	16164	1388	1		OBSCN/NLRP3	
M	16164	1388	2		OBSCN	+
M	16164	1388	3		NLRP3	+
M	16164	1389	1		TAPBP/DAXX	
M	16164	1389	2		TAPBP	+
M	16164	1389	3		DAXX	+
M	16164	1390	1		BMPR2/CYP20A1	
M	16164	1390	2		BMPR2	+
M	16164	1390	3		CYP20A1	+
M	16164	1391	1		ABI2/CYP20A1	
M	16164	1391	2		ABI2	+
M	16164	1391	3		CYP20A1	+
M	16164	1392	1		FARS2/SYCP2L	
M	16164	1392	2		FARS2	+
M	16164	1392	3		SYCP2L	+
M	16164	1393	1		CLEC16A/TXNDC11	
M	16164	1393	2		CLEC16A	+
M	16164	1393	3		TXNDC11	+
M	16164	1394	1		KRT5/AAAS	
M	16164	1394	2		KRT5	+
M	16164	1394	3		AAAS	+
M	16164	1395	1		BPTF/CCDC40	
M	16164	1395	2		BPTF	+
M	16164	1395	3		CCDC40	+
M	16164	1396	1		MAPKAPK2/CR1	
M	16164	1396	2		MAPKAPK2	+
M	16164	1396	3		CR1	+
M	16164	1397	1		TMTC2/METTL25	
M	16164	1397	2		TMTC2	+
M	16164	1397	3		METTL25	+
M	16164	1398	1		TMTC2/METTL25	
M	16164	1398	2		TMTC2	+
M	16164	1398	3		METTL25	+
M	16164	1399	1		PHF12/SEZ6	
M	16164	1399	2		PHF12	+
M	16164	1399	3		SEZ6	+
M	16164	1400	1		WASF2/FGR	
M	16164	1400	2		WASF2	+
M	16164	1400	3		FGR	+
M	16164	1401	1		FLNB/FGR	
M	16164	1401	2		FLNB	+
M	16164	1401	3		FGR	+
M	16164	1402	1		SLC3A2/GRAP2	
M	16164	1402	2		SLC3A2	+
M	16164	1402	3		GRAP2	+
M	16164	1403	1		FAM168A/RNF121	
M	16164	1403	2		FAM168A	+
M	16164	1403	3		RNF121	+
M	16164	1404	1		MMS19/CRTAC1	
M	16164	1404	2		MMS19	+
M	16164	1404	3		CRTAC1	+
M	16164	1405	1		AP1G1/IST1	
M	16164	1405	2		AP1G1	+
M	16164	1405	3		IST1	+
M	16164	1406	1		SMG5/CCT3	
M	16164	1406	2		SMG5	+
M	16164	1406	3		CCT3	+
M	16164	1407	1		CDK13/POU6F2	
M	16164	1407	2		CDK13	+
M	16164	1407	3		POU6F2	+
M	16164	1408	1		RALBP1/TWSG1	
M	16164	1408	2		RALBP1	+
M	16164	1408	3		TWSG1	+
M	16164	1409	1		RAI1/MTUS2	
M	16164	1409	2		RAI1	+
M	16164	1409	3		MTUS2	+
M	16164	1410	1		KLHL22/ZNF74	
M	16164	1410	2		KLHL22	+
M	16164	1410	3		ZNF74	+
M	16164	1411	1		LMAN2/F12	
M	16164	1411	2		LMAN2	+
M	16164	1411	3		F12	+
M	16164	1412	1		KCTD1/TWSG1	
M	16164	1412	2		KCTD1	+
M	16164	1412	3		TWSG1	+
M	16164	1413	1		WIPF1/CHN1	
M	16164	1413	2		WIPF1	+
M	16164	1413	3		CHN1	+
M	16164	1414	1		WBP2/UNK	
M	16164	1414	2		WBP2	+
M	16164	1414	3		UNK	+
M	16164	1415	1		BRSK1/COX6B1	
M	16164	1415	2		BRSK1	+
M	16164	1415	3		COX6B1	+
M	16164	1416	1		GTF2I/GTF2IRD1	
M	16164	1416	2		GTF2I	+
M	16164	1416	3		GTF2IRD1	+
M	16164	1417	1		GTF2I/GTF2IRD1	
M	16164	1417	2		GTF2I	+
M	16164	1417	3		GTF2IRD1	+
M	16164	1418	1		GTF2I/GTF2IRD1	
M	16164	1418	2		GTF2I	+
M	16164	1418	3		GTF2IRD1	+
M	16164	1419	1		RAB3GAP1/ACMSD	
M	16164	1419	2		RAB3GAP1	+
M	16164	1419	3		ACMSD	+
M	16164	1420	1		TATDN2/UNC13B	
M	16164	1420	2		TATDN2	+
M	16164	1420	3		UNC13B	+
M	16164	1421	1		ADSL/TNRC6B	
M	16164	1421	2		ADSL	+
M	16164	1421	3		TNRC6B	+
M	16164	1422	1		LARP4/MUCL1	
M	16164	1422	2		LARP4	+
M	16164	1422	3		MUCL1	+
M	16164	1423	1		CASD1/VWC2	
M	16164	1423	2		CASD1	+
M	16164	1423	3		VWC2	+
M	16164	1424	1		IKZF1/VWC2	
M	16164	1424	2		IKZF1	+
M	16164	1424	3		VWC2	+
M	16164	1425	1		GNG7/SGTA	
M	16164	1425	2		GNG7	+
M	16164	1425	3		SGTA	+
M	16164	1426	1		VAMP1/CHD4	
M	16164	1426	2		VAMP1	+
M	16164	1426	3		CHD4	+
M	16164	1427	1		APBA2/CHD4	
M	16164	1427	2		APBA2	+
M	16164	1427	3		CHD4	+
M	16164	1428	1		RPH3AL/OXTR	
M	16164	1428	2		RPH3AL	+
M	16164	1428	3		OXTR	+
M	16164	1429	1		PPP6R2/MPV17	
M	16164	1429	2		PPP6R2	+
M	16164	1429	3		MPV17	+
M	16164	1430	1		RAPGEF2/DDX60L	
M	16164	1430	2		RAPGEF2	+
M	16164	1430	3		DDX60L	+
M	16164	1431	1		PBRM1/TKT	
M	16164	1431	2		PBRM1	+
M	16164	1431	3		TKT	+
M	16164	1432	1		MICALL1/EIF3L	
M	16164	1432	2		MICALL1	+
M	16164	1432	3		EIF3L	+
M	16164	1433	1		ACO2/ZC3H7B	
M	16164	1433	2		ACO2	+
M	16164	1433	3		ZC3H7B	+
M	16164	1434	1		KIF23/PIAS1	
M	16164	1434	2		KIF23	+
M	16164	1434	3		PIAS1	+
M	16164	1435	1		ABCG1/CCDC134	
M	16164	1435	2		ABCG1	+
M	16164	1435	3		CCDC134	+
M	16164	1436	1		CCSER1/MMRN1	
M	16164	1436	2		CCSER1	+
M	16164	1436	3		MMRN1	+
M	16164	1437	1		CCSER1/MMRN1	
M	16164	1437	2		CCSER1	+
M	16164	1437	3		MMRN1	+
M	16164	1438	1		ARHGEF10L/PADI4	
M	16164	1438	2		ARHGEF10L	+
M	16164	1438	3		PADI4	+
M	16164	1439	1		RALGAPB/RPRD1B	
M	16164	1439	2		RALGAPB	+
M	16164	1439	3		RPRD1B	+
M	16164	1440	1		RCC2/PADI4	
M	16164	1440	2		RCC2	+
M	16164	1440	3		PADI4	+
M	16164	1441	1		GAB2/MYO7A	
M	16164	1441	2		GAB2	+
M	16164	1441	3		MYO7A	+
M	16164	1442	1		RNH1/HRAS	
M	16164	1442	2		RNH1	+
M	16164	1442	3		HRAS	+
M	16164	1443	1		ZDHHC21/PHGDH	
M	16164	1443	2		ZDHHC21	+
M	16164	1443	3		PHGDH	+
M	16164	1444	1		MEP1A/BAG6	
M	16164	1444	2		MEP1A	+
M	16164	1444	3		BAG6	+
M	16164	1445	1		DCUN1D1/CCDC50	
M	16164	1445	2		DCUN1D1	+
M	16164	1445	3		CCDC50	+
M	16164	1446	1		ZCCHC8/RSRC2	
M	16164	1446	2		ZCCHC8	+
M	16164	1446	3		RSRC2	+
M	16164	1447	1		ZCCHC8/RSRC2	
M	16164	1447	2		ZCCHC8	+
M	16164	1447	3		RSRC2	+
M	16164	1448	1		ZCCHC8/RSRC2	
M	16164	1448	2		ZCCHC8	+
M	16164	1448	3		RSRC2	+
M	16164	1449	1		SDHD/CUL5	
M	16164	1449	2		SDHD	+
M	16164	1449	3		CUL5	+
M	16164	1450	1		TBC1D22A/GRAMD4	
M	16164	1450	2		TBC1D22A	+
M	16164	1450	3		GRAMD4	+
M	16164	1451	1		CLIP1/RSRC2	
M	16164	1451	2		CLIP1	+
M	16164	1451	3		RSRC2	+
M	16164	1452	1		TMEM216/TMEM138	
M	16164	1452	2		TMEM216	+
M	16164	1452	3		TMEM138	+
M	16164	1453	1		GAB2/FGF7	
M	16164	1453	2		GAB2	+
M	16164	1453	3		FGF7	+
M	16164	1454	1		MINPP1/LIPJ	
M	16164	1454	2		MINPP1	+
M	16164	1454	3		LIPJ	+
M	16164	1455	1		PPP1R1B/PIPOX	
M	16164	1455	2		PPP1R1B	+
M	16164	1455	3		PIPOX	+
M	16164	1456	1		HLTF/WWTR1	
M	16164	1456	2		HLTF	+
M	16164	1456	3		WWTR1	+
M	16164	1457	1		RHEB/ACTA2	
M	16164	1457	2		RHEB	+
M	16164	1457	3		ACTA2	+
M	16164	1458	1		TP53BP1/DMXL2	
M	16164	1458	2		TP53BP1	+
M	16164	1458	3		DMXL2	+
M	16164	1459	1		TRAF3IP2/FYN	
M	16164	1459	2		TRAF3IP2	+
M	16164	1459	3		FYN	+
M	16164	1460	1		TRAF3IP2/FYN	
M	16164	1460	2		TRAF3IP2	+
M	16164	1460	3		FYN	+
M	16164	1461	1		ZWILCH/MAP2K1	
M	16164	1461	2		ZWILCH	+
M	16164	1461	3		MAP2K1	+
M	16164	1462	1		REV3L/FYN	
M	16164	1462	2		REV3L	+
M	16164	1462	3		FYN	+
M	16164	1463	1		REV3L/FYN	
M	16164	1463	2		REV3L	+
M	16164	1463	3		FYN	+
M	16164	1464	1		ATF1/DIP2B	
M	16164	1464	2		ATF1	+
M	16164	1464	3		DIP2B	+
M	16164	1465	1		CDADC1/FUBP3	
M	16164	1465	2		CDADC1	+
M	16164	1465	3		FUBP3	+
M	16164	1466	1		DNAJB6/UBE3C	
M	16164	1466	2		DNAJB6	+
M	16164	1466	3		UBE3C	+
M	16164	1467	1		ZNF121/NAGLU	
M	16164	1467	2		ZNF121	+
M	16164	1467	3		NAGLU	+
M	16164	1468	1		AP1B1/DUSP18	
M	16164	1468	2		AP1B1	+
M	16164	1468	3		DUSP18	+
M	16164	1469	1		LRMP/C12ORF42	
M	16164	1469	2		LRMP	+
M	16164	1469	3		C12ORF42	+
M	16164	1470	1		DLGAP1/ARHGAP28	
M	16164	1470	2		DLGAP1	+
M	16164	1470	3		ARHGAP28	+
M	16164	1471	1		ESRRG/ADCY10	
M	16164	1471	2		ESRRG	+
M	16164	1471	3		ADCY10	+
M	16164	1472	1		BRD4/WDR83	
M	16164	1472	2		BRD4	+
M	16164	1472	3		WDR83	+
M	16164	1473	1		NME7/KIFAP3	
M	16164	1473	2		NME7	+
M	16164	1473	3		KIFAP3	+
M	16164	1474	1		MRPL48/GDPD5	
M	16164	1474	2		MRPL48	+
M	16164	1474	3		GDPD5	+
M	16164	1475	1		CLIC4/ARFGAP3	
M	16164	1475	2		CLIC4	+
M	16164	1475	3		ARFGAP3	+
M	16164	1476	1		LRP1B/ARFGAP3	
M	16164	1476	2		LRP1B	+
M	16164	1476	3		ARFGAP3	+
M	16164	1477	1		FBXL20/GDPD5	
M	16164	1477	2		FBXL20	+
M	16164	1477	3		GDPD5	+
M	16164	1478	1		TTF2/CD101	
M	16164	1478	2		TTF2	+
M	16164	1478	3		CD101	+
M	16164	1479	1		ITCH/DEFB118	
M	16164	1479	2		ITCH	+
M	16164	1479	3		DEFB118	+
M	16164	1480	1		AP3D1/LMNB2	
M	16164	1480	2		AP3D1	+
M	16164	1480	3		LMNB2	+
M	16164	1481	1		BRD4/ARMC6	
M	16164	1481	2		BRD4	+
M	16164	1481	3		ARMC6	+
M	16164	1482	1		VPS13B/OXR1	
M	16164	1482	2		VPS13B	+
M	16164	1482	3		OXR1	+
M	16164	1483	1		SKI/KCNT2	
M	16164	1483	2		SKI	+
M	16164	1483	3		KCNT2	+
M	16164	1484	1		VPS53/GLOD4	
M	16164	1484	2		VPS53	+
M	16164	1484	3		GLOD4	+
M	16164	1485	1		C3ORF52/ZBED2	
M	16164	1485	2		C3ORF52	+
M	16164	1485	3		ZBED2	+
M	16164	1486	1		UBAC1/SHANK2	
M	16164	1486	2		UBAC1	+
M	16164	1486	3		SHANK2	+
M	16164	1487	1		BCAS3/SHANK2	
M	16164	1487	2		BCAS3	+
M	16164	1487	3		SHANK2	+
M	16164	1488	1		PGS1/AFMID	
M	16164	1488	2		PGS1	+
M	16164	1488	3		AFMID	+
M	16164	1489	1		RIMKLB/ELP3	
M	16164	1489	2		RIMKLB	+
M	16164	1489	3		ELP3	+
M	16164	1490	1		SIGMAR1/IGF2	
M	16164	1490	2		SIGMAR1	+
M	16164	1490	3		IGF2	+
