MolClin	RefNo	InvNo	OrderNo	Prefix	Gene	Suffix
M	16164	1014	3		SLC24A3	+
M	16164	1015	1		AGPAT5/FDFT1	
M	16164	1015	2		AGPAT5	+
M	16164	1015	3		FDFT1	+
M	16164	1016	1		ISL2/PEAK1	
M	16164	1016	2		ISL2	+
M	16164	1016	3		PEAK1	+
M	16164	1017	1		SENP2/MAP3K13	
M	16164	1017	2		SENP2	+
M	16164	1017	3		MAP3K13	+
M	16164	1018	1		ZC3HC1/ADAM22	
M	16164	1018	2		ZC3HC1	+
M	16164	1018	3		ADAM22	+
M	16164	1019	1		ZZZ3/CDH1	
M	16164	1019	2		ZZZ3	+
M	16164	1019	3		CDH1	+
M	16164	1020	1		AXIN1/CDH1	
M	16164	1020	2		AXIN1	+
M	16164	1020	3		CDH1	+
M	16164	1021	1		TMEM63A/SDE2	
M	16164	1021	2		TMEM63A	+
M	16164	1021	3		SDE2	+
M	16164	1022	1		SF3B3/CDH1	
M	16164	1022	2		SF3B3	+
M	16164	1022	3		CDH1	+
M	16164	1023	1		TANGO6/CDH1	
M	16164	1023	2		TANGO6	+
M	16164	1023	3		CDH1	+
M	16164	1024	1		NBEAL1/MLLT3	
M	16164	1024	2		NBEAL1	+
M	16164	1024	3		MLLT3	+
M	16164	1025	1		GMEB1/TRNAU1AP	
M	16164	1025	2		GMEB1	+
M	16164	1025	3		TRNAU1AP	+
M	16164	1026	1		SOCS7/SRCIN1	
M	16164	1026	2		SOCS7	+
M	16164	1026	3		SRCIN1	+
M	16164	1027	1		MTMR3/HEXIM2	
M	16164	1027	2		MTMR3	+
M	16164	1027	3		HEXIM2	+
M	16164	1028	1		UNC13D/SRP68	
M	16164	1028	2		UNC13D	+
M	16164	1028	3		SRP68	+
M	16164	1029	1		TMPRSS2/ETV4	
M	16164	1029	2		TMPRSS2	+
M	16164	1029	3		ETV4	+
M	16164	1030	1		FXR1/NAALADL2	
M	16164	1030	2		FXR1	+
M	16164	1030	3		NAALADL2	+
M	16164	1031	1		EPB41/TRNAU1AP	
M	16164	1031	2		EPB41	+
M	16164	1031	3		TRNAU1AP	+
M	16164	1032	1		CARM1/C19ORF38	
M	16164	1032	2		CARM1	+
M	16164	1032	3		C19ORF38	+
M	16164	1033	1		AFG3L2/ETV4	
M	16164	1033	2		AFG3L2	+
M	16164	1033	3		ETV4	+
M	16164	1034	1		NOL10/SND1	
M	16164	1034	2		NOL10	+
M	16164	1034	3		SND1	+
M	16164	1035	1		RNF168/TNIK	
M	16164	1035	2		RNF168	+
M	16164	1035	3		TNIK	+
M	16164	1036	1		TMEM53/CTPS1	
M	16164	1036	2		TMEM53	+
M	16164	1036	3		CTPS1	+
M	16164	1037	1		UBE2K/SLC9B2	
M	16164	1037	2		UBE2K	+
M	16164	1037	3		SLC9B2	+
M	16164	1038	1		ACSL3/SGPP2	
M	16164	1038	2		ACSL3	+
M	16164	1038	3		SGPP2	+
M	16164	1039	1		ATP8A1/FAM114A1	
M	16164	1039	2		ATP8A1	+
M	16164	1039	3		FAM114A1	+
M	16164	1040	1		ATE1/NSMCE4A	
M	16164	1040	2		ATE1	+
M	16164	1040	3		NSMCE4A	+
M	16164	1041	1		ZMIZ1/NSMCE4A	
M	16164	1041	2		ZMIZ1	+
M	16164	1041	3		NSMCE4A	+
M	16164	1042	1		EHBP1L1/FRMD8	
M	16164	1042	2		EHBP1L1	+
M	16164	1042	3		FRMD8	+
M	16164	1043	1		ADAM9/KCNU1	
M	16164	1043	2		ADAM9	+
M	16164	1043	3		KCNU1	+
M	16164	1044	1		ITGA9/STAC	
M	16164	1044	2		ITGA9	+
M	16164	1044	3		STAC	+
M	16164	1045	1		SEMA4C/WNT5B	
M	16164	1045	2		SEMA4C	+
M	16164	1045	3		WNT5B	+
M	16164	1046	1		RAB11FIP1/KCNU1	
M	16164	1046	2		RAB11FIP1	+
M	16164	1046	3		KCNU1	+
M	16164	1047	1		UBXN7/RPL39L	
M	16164	1047	2		UBXN7	+
M	16164	1047	3		RPL39L	+
M	16164	1048	1		ADAM17/NHEJ1	
M	16164	1048	2		ADAM17	+
M	16164	1048	3		NHEJ1	+
M	16164	1049	1		COL14A1/DEPTOR	
M	16164	1049	2		COL14A1	+
M	16164	1049	3		DEPTOR	+
M	16164	1050	1		COL14A1/DEPTOR	
M	16164	1050	2		COL14A1	+
M	16164	1050	3		DEPTOR	+
M	16164	1051	1		COL14A1/DEPTOR	
M	16164	1051	2		COL14A1	+
M	16164	1051	3		DEPTOR	+
M	16164	1052	1		MATN2/LAPTM4B	
M	16164	1052	2		MATN2	+
M	16164	1052	3		LAPTM4B	+
M	16164	1053	1		TMEM123/MMP7	
M	16164	1053	2		TMEM123	+
M	16164	1053	3		MMP7	+
M	16164	1054	1		TMEM123/MMP7	
M	16164	1054	2		TMEM123	+
M	16164	1054	3		MMP7	+
M	16164	1055	1		INPP4B/DEPTOR	
M	16164	1055	2		INPP4B	+
M	16164	1055	3		DEPTOR	+
M	16164	1056	1		TAX1BP1/AMPH	
M	16164	1056	2		TAX1BP1	+
M	16164	1056	3		AMPH	+
M	16164	1057	1		UBAP2/DCAF12	
M	16164	1057	2		UBAP2	+
M	16164	1057	3		DCAF12	+
M	16164	1058	1		TRAPPC9/TSNARE1	
M	16164	1058	2		TRAPPC9	+
M	16164	1058	3		TSNARE1	+
M	16164	1059	1		CXCR4/GNAS	
M	16164	1059	2		CXCR4	+
M	16164	1059	3		GNAS	+
M	16164	1060	1		ADIPOR2/FOXJ2	
M	16164	1060	2		ADIPOR2	+
M	16164	1060	3		FOXJ2	+
M	16164	1061	1		HRH1/SLC6A11	
M	16164	1061	2		HRH1	+
M	16164	1061	3		SLC6A11	+
M	16164	1062	1		MBD2/DOCK2	
M	16164	1062	2		MBD2	+
M	16164	1062	3		DOCK2	+
M	16164	1063	1		LMAN2/DOCK2	
M	16164	1063	2		LMAN2	+
M	16164	1063	3		DOCK2	+
M	16164	1064	1		NUBPL/DOCK2	
M	16164	1064	2		NUBPL	+
M	16164	1064	3		DOCK2	+
M	16164	1065	1		PELP1/SPAG7	
M	16164	1065	2		PELP1	+
M	16164	1065	3		SPAG7	+
M	16164	1066	1		OTUD7B/CTSS	
M	16164	1066	2		OTUD7B	+
M	16164	1066	3		CTSS	+
M	16164	1067	1		ENSA/CTSS	
M	16164	1067	2		ENSA	+
M	16164	1067	3		CTSS	+
M	16164	1068	1		RARA/MYO1D	
M	16164	1068	2		RARA	+
M	16164	1068	3		MYO1D	+
M	16164	1069	1		MED25/TRPM4	
M	16164	1069	2		MED25	+
M	16164	1069	3		TRPM4	+
M	16164	1070	1		FBXL20/MYO1D	
M	16164	1070	2		FBXL20	+
M	16164	1070	3		MYO1D	+
M	16164	1071	1		CTSB/DEFB136	
M	16164	1071	2		CTSB	+
M	16164	1071	3		DEFB136	+
M	16164	1072	1		TMEM50B/RUNX1	
M	16164	1072	2		TMEM50B	+
M	16164	1072	3		RUNX1	+
M	16164	1073	1		PDZRN4/CPM	
M	16164	1073	2		PDZRN4	+
M	16164	1073	3		CPM	+
M	16164	1074	1		TPX2/DEFB123	
M	16164	1074	2		TPX2	+
M	16164	1074	3		DEFB123	+
M	16164	1075	1		AP2A2/VPS26A	
M	16164	1075	2		AP2A2	+
M	16164	1075	3		VPS26A	+
M	16164	1076	1		PIK3CB/BFSP2	
M	16164	1076	2		PIK3CB	+
M	16164	1076	3		BFSP2	+
M	16164	1077	1		ARIH2/TMA7	
M	16164	1077	2		ARIH2	+
M	16164	1077	3		TMA7	+
M	16164	1078	1		TAF2/DSCC1	
M	16164	1078	2		TAF2	+
M	16164	1078	3		DSCC1	+
M	16164	1079	1		EAF2/RGS9	
M	16164	1079	2		EAF2	+
M	16164	1079	3		RGS9	+
M	16164	1080	1		BTBD7/RGS9	
M	16164	1080	2		BTBD7	+
M	16164	1080	3		RGS9	+
M	16164	1081	1		TMEM87B/MERTK	
M	16164	1081	2		TMEM87B	+
M	16164	1081	3		MERTK	+
M	16164	1082	1		GRIN2B/MANSC1	
M	16164	1082	2		GRIN2B	+
M	16164	1082	3		MANSC1	+
M	16164	1083	1		CS/COQ10A	
M	16164	1083	2		CS	+
M	16164	1083	3		COQ10A	+
M	16164	1084	1		CUTA/GRM4	
M	16164	1084	2		CUTA	+
M	16164	1084	3		GRM4	+
M	16164	1085	1		ZFPL1/SART1	
M	16164	1085	2		ZFPL1	+
M	16164	1085	3		SART1	+
M	16164	1086	1		LRP6/MANSC1	
M	16164	1086	2		LRP6	+
M	16164	1086	3		MANSC1	+
M	16164	1087	1		PTGFRN/NOTCH2	
M	16164	1087	2		PTGFRN	+
M	16164	1087	3		NOTCH2	+
M	16164	1088	1		IPO11/GJE1	
M	16164	1088	2		IPO11	+
M	16164	1088	3		GJE1	+
M	16164	1089	1		MACF1/OR6C4	
M	16164	1089	2		MACF1	+
M	16164	1089	3		OR6C4	+
M	16164	1090	1		NID1/HEATR1	
M	16164	1090	2		NID1	+
M	16164	1090	3		HEATR1	+
M	16164	1091	1		LYN/TGS1	
M	16164	1091	2		LYN	+
M	16164	1091	3		TGS1	+
M	16164	1092	1		LYN/TGS1	
M	16164	1092	2		LYN	+
M	16164	1092	3		TGS1	+
M	16164	1093	1		ASH1L/GON4L	
M	16164	1093	2		ASH1L	+
M	16164	1093	3		GON4L	+
M	16164	1094	1		EPHA2/ARHGEF19	
M	16164	1094	2		EPHA2	+
M	16164	1094	3		ARHGEF19	+
M	16164	1095	1		MAPK1/KCNJ4	
M	16164	1095	2		MAPK1	+
M	16164	1095	3		KCNJ4	+
M	16164	1096	1		XPR1/NCF2	
M	16164	1096	2		XPR1	+
M	16164	1096	3		NCF2	+
M	16164	1097	1		PSKH1/NUTF2	
M	16164	1097	2		PSKH1	+
M	16164	1097	3		NUTF2	+
M	16164	1098	1		VAV2/ALG1	
M	16164	1098	2		VAV2	+
M	16164	1098	3		ALG1	+
M	16164	1099	1		EFNA3/PIK3C2G	
M	16164	1099	2		EFNA3	+
M	16164	1099	3		PIK3C2G	+
M	16164	1100	1		TYK2/CDC37	
M	16164	1100	2		TYK2	+
M	16164	1100	3		CDC37	+
M	16164	1101	1		RERE/PEX10	
M	16164	1101	2		RERE	+
M	16164	1101	3		PEX10	+
M	16164	1102	1		ZNF260/SCGB2B2	
M	16164	1102	2		ZNF260	+
M	16164	1102	3		SCGB2B2	+
M	16164	1103	1		AP1M2/CELF5	
M	16164	1103	2		AP1M2	+
M	16164	1103	3		CELF5	+
M	16164	1104	1		ABCC9/RASSF8	
M	16164	1104	2		ABCC9	+
M	16164	1104	3		RASSF8	+
M	16164	1105	1		SMAD2/ZBTB7C	
M	16164	1105	2		SMAD2	+
M	16164	1105	3		ZBTB7C	+
M	16164	1106	1		ABTB2/TYR	
M	16164	1106	2		ABTB2	+
M	16164	1106	3		TYR	+
M	16164	1107	1		NEK9/TRIM9	
M	16164	1107	2		NEK9	+
M	16164	1107	3		TRIM9	+
M	16164	1108	1		PEAK1/PSTPIP1	
M	16164	1108	2		PEAK1	+
M	16164	1108	3		PSTPIP1	+
M	16164	1109	1		KHDRBS3/ADI1	
M	16164	1109	2		KHDRBS3	+
M	16164	1109	3		ADI1	+
M	16164	1110	1		SCAPER/TLN2	
M	16164	1110	2		SCAPER	+
M	16164	1110	3		TLN2	+
M	16164	1111	1		TMEM135/AAMDC	
M	16164	1111	2		TMEM135	+
M	16164	1111	3		AAMDC	+
M	16164	1112	1		NADSYN1/TRIM9	
M	16164	1112	2		NADSYN1	+
M	16164	1112	3		TRIM9	+
M	16164	1113	1		UVRAG/MOGAT2	
M	16164	1113	2		UVRAG	+
M	16164	1113	3		MOGAT2	+
M	16164	1114	1		UBE4B/ZNF536	
M	16164	1114	2		UBE4B	+
M	16164	1114	3		ZNF536	+
M	16164	1115	1		NUP205/ASH1L	
M	16164	1115	2		NUP205	+
M	16164	1115	3		ASH1L	+
M	16164	1116	1		GPR137C/FERMT2	
M	16164	1116	2		GPR137C	+
M	16164	1116	3		FERMT2	+
M	16164	1117	1		ARHGAP35/CRX	
M	16164	1117	2		ARHGAP35	+
M	16164	1117	3		CRX	+
M	16164	1118	1		FARSA/LYL1	
M	16164	1118	2		FARSA	+
M	16164	1118	3		LYL1	+
M	16164	1119	1		SARNP/KCNN4	
M	16164	1119	2		SARNP	+
M	16164	1119	3		KCNN4	+
M	16164	1120	1		SRP68/LPO	
M	16164	1120	2		SRP68	+
M	16164	1120	3		LPO	+
M	16164	1121	1		EIF2A/ANKUB1	
M	16164	1121	2		EIF2A	+
M	16164	1121	3		ANKUB1	+
M	16164	1122	1		DPP9/PTPRS	
M	16164	1122	2		DPP9	+
M	16164	1122	3		PTPRS	+
M	16164	1123	1		POLR2B/FIP1L1	
M	16164	1123	2		POLR2B	+
M	16164	1123	3		FIP1L1	+
M	16164	1124	1		GTPBP1/TOMM22	
M	16164	1124	2		GTPBP1	+
M	16164	1124	3		TOMM22	+
M	16164	1125	1		ACVR1B/ANKRD33	
M	16164	1125	2		ACVR1B	+
M	16164	1125	3		ANKRD33	+
M	16164	1126	1		ATAD3C/TTLL10	
M	16164	1126	2		ATAD3C	+
M	16164	1126	3		TTLL10	+
M	16164	1127	1		MCCC1/KLHL6	
M	16164	1127	2		MCCC1	+
M	16164	1127	3		KLHL6	+
M	16164	1128	1		FERMT1/CDRT4	
M	16164	1128	2		FERMT1	+
M	16164	1128	3		CDRT4	+
M	16164	1129	1		ARID1A/DHDDS	
M	16164	1129	2		ARID1A	+
M	16164	1129	3		DHDDS	+
M	16164	1130	1		ARFGEF2/BCAS3	
M	16164	1130	2		ARFGEF2	+
M	16164	1130	3		BCAS3	+
M	16164	1131	1		SWAP70/ZNF143	
M	16164	1131	2		SWAP70	+
M	16164	1131	3		ZNF143	+
M	16164	1132	1		PRCC/NUGGC	
M	16164	1132	2		PRCC	+
M	16164	1132	3		NUGGC	+
M	16164	1133	1		LIFR/BCAS3	
M	16164	1133	2		LIFR	+
M	16164	1133	3		BCAS3	+
M	16164	1134	1		TTLL5/VRTN	
M	16164	1134	2		TTLL5	+
M	16164	1134	3		VRTN	+
M	16164	1135	1		FHIT/CADPS	
M	16164	1135	2		FHIT	+
M	16164	1135	3		CADPS	+
M	16164	1136	1		EEF2K/VWA3A	
M	16164	1136	2		EEF2K	+
M	16164	1136	3		VWA3A	+
M	16164	1137	1		ZNF426/VWA3A	
M	16164	1137	2		ZNF426	+
M	16164	1137	3		VWA3A	+
M	16164	1138	1		B4GALNT1/TSFM	
M	16164	1138	2		B4GALNT1	+
M	16164	1138	3		TSFM	+
M	16164	1139	1		ERRFI1/VAMP3	
M	16164	1139	2		ERRFI1	+
M	16164	1139	3		VAMP3	+
M	16164	1140	1		ZNF248/FAM107B	
M	16164	1140	2		ZNF248	+
M	16164	1140	3		FAM107B	+
M	16164	1141	1		TNKS2/FAM107B	
M	16164	1141	2		TNKS2	+
M	16164	1141	3		FAM107B	+
M	16164	1142	1		LAMA5/CABLES2	
M	16164	1142	2		LAMA5	+
M	16164	1142	3		CABLES2	+
M	16164	1143	1		RPAP1/TMEM87A	
M	16164	1143	2		RPAP1	+
M	16164	1143	3		TMEM87A	+
M	16164	1144	1		RHEB/PRKAG2	
M	16164	1144	2		RHEB	+
M	16164	1144	3		PRKAG2	+
M	16164	1145	1		AKAP9/ZNF3	
M	16164	1145	2		AKAP9	+
M	16164	1145	3		ZNF3	+
M	16164	1146	1		PLEKHF2/NDUFAF6	
M	16164	1146	2		PLEKHF2	+
M	16164	1146	3		NDUFAF6	+
M	16164	1147	1		PDXK/LCA5L	
M	16164	1147	2		PDXK	+
M	16164	1147	3		LCA5L	+
M	16164	1148	1		HS2ST1/SH3GLB1	
M	16164	1148	2		HS2ST1	+
M	16164	1148	3		SH3GLB1	+
M	16164	1149	1		CKS1B/SHC1	
M	16164	1149	2		CKS1B	+
M	16164	1149	3		SHC1	+
M	16164	1150	1		RPRD2/SHC1	
M	16164	1150	2		RPRD2	+
M	16164	1150	3		SHC1	+
M	16164	1151	1		PLXDC2/MDH1B	
M	16164	1151	2		PLXDC2	+
M	16164	1151	3		MDH1B	+
M	16164	1152	1		DGCR2/CLTCL1	
M	16164	1152	2		DGCR2	+
M	16164	1152	3		CLTCL1	+
M	16164	1153	1		DNAJA3/ZDHHC16	
M	16164	1153	2		DNAJA3	+
M	16164	1153	3		ZDHHC16	+
M	16164	1154	1		SMCHD1/NDC80	
M	16164	1154	2		SMCHD1	+
M	16164	1154	3		NDC80	+
M	16164	1155	1		ATP7A/COX7B	
M	16164	1155	2		ATP7A	+
M	16164	1155	3		COX7B	+
M	16164	1156	1		ACOT9/APOO	
M	16164	1156	2		ACOT9	+
M	16164	1156	3		APOO	+
M	16164	1157	1		EHBP1/MDH1	
M	16164	1157	2		EHBP1	+
M	16164	1157	3		MDH1	+
M	16164	1158	1		UTRN/ZC2HC1B	
M	16164	1158	2		UTRN	+
M	16164	1158	3		ZC2HC1B	+
M	16164	1159	1		INPP4A/VWA3B	
M	16164	1159	2		INPP4A	+
M	16164	1159	3		VWA3B	+
M	16164	1160	1		LHPP/FANK1	
M	16164	1160	2		LHPP	+
M	16164	1160	3		FANK1	+
M	16164	1161	1		MORC2/TOM1	
M	16164	1161	2		MORC2	+
M	16164	1161	3		TOM1	+
M	16164	1162	1		PLEKHH1/MPP5	
M	16164	1162	2		PLEKHH1	+
M	16164	1162	3		MPP5	+
M	16164	1163	1		BTBD9/GCLC	
M	16164	1163	2		BTBD9	+
M	16164	1163	3		GCLC	+
M	16164	1164	1		TTC21B/SLC38A11	
M	16164	1164	2		TTC21B	+
M	16164	1164	3		SLC38A11	+
M	16164	1165	1		TBCD/SLC9A3R1	
M	16164	1165	2		TBCD	+
M	16164	1165	3		SLC9A3R1	+
M	16164	1166	1		ZNF148/LYPLA2	
M	16164	1166	2		ZNF148	+
M	16164	1166	3		LYPLA2	+
M	16164	1167	1		SART1/CNTN5	
M	16164	1167	2		SART1	+
M	16164	1167	3		CNTN5	+
M	16164	1168	1		PPP2R5C/CCDC28B	
M	16164	1168	2		PPP2R5C	+
M	16164	1168	3		CCDC28B	+
M	16164	1169	1		MYBBP1A/MYH10	
M	16164	1169	2		MYBBP1A	+
M	16164	1169	3		MYH10	+
M	16164	1170	1		ITPKB/ZC3HAV1	
M	16164	1170	2		ITPKB	+
M	16164	1170	3		ZC3HAV1	+
M	16164	1171	1		KCNQ1/CD81	
M	16164	1171	2		KCNQ1	+
M	16164	1171	3		CD81	+
M	16164	1172	1		USP34/XPO1	
M	16164	1172	2		USP34	+
M	16164	1172	3		XPO1	+
M	16164	1173	1		USP34/XPO1	
M	16164	1173	2		USP34	+
M	16164	1173	3		XPO1	+
M	16164	1174	1		USP22/MYH10	
M	16164	1174	2		USP22	+
M	16164	1174	3		MYH10	+
M	16164	1175	1		XPO6/PARN	
M	16164	1175	2		XPO6	+
M	16164	1175	3		PARN	+
M	16164	1176	1		DNAJC15/RNASEH2B	
M	16164	1176	2		DNAJC15	+
M	16164	1176	3		RNASEH2B	+
M	16164	1177	1		GCC2/ANXA4	
M	16164	1177	2		GCC2	+
M	16164	1177	3		ANXA4	+
M	16164	1178	1		CBFA2T2/DCTN3	
M	16164	1178	2		CBFA2T2	+
M	16164	1178	3		DCTN3	+
M	16164	1179	1		PPP1R3E/MYH6	
M	16164	1179	2		PPP1R3E	+
M	16164	1179	3		MYH6	+
M	16164	1180	1		CRB3/RTP1	
M	16164	1180	2		CRB3	+
M	16164	1180	3		RTP1	+
M	16164	1181	1		NSUN5/BCL7B	
M	16164	1181	2		NSUN5	+
M	16164	1181	3		BCL7B	+
M	16164	1182	1		NUDT2/GLIPR2	
M	16164	1182	2		NUDT2	+
M	16164	1182	3		GLIPR2	+
M	16164	1183	1		ZNRF3/ASCC2	
M	16164	1183	2		ZNRF3	+
M	16164	1183	3		ASCC2	+
M	16164	1184	1		TSC1/DOLPP1	
M	16164	1184	2		TSC1	+
M	16164	1184	3		DOLPP1	+
M	16164	1185	1		SMARCA4/ICAM1	
M	16164	1185	2		SMARCA4	+
M	16164	1185	3		ICAM1	+
M	16164	1186	1		KDM4B/UBXN6	
M	16164	1186	2		KDM4B	+
M	16164	1186	3		UBXN6	+
M	16164	1187	1		EIF5/EVI5	
M	16164	1187	2		EIF5	+
M	16164	1187	3		EVI5	+
M	16164	1188	1		CSN3/FDCSP	
M	16164	1188	2		CSN3	+
M	16164	1188	3		FDCSP	+
M	16164	1189	1		TMEM45B/BARX2	
M	16164	1189	2		TMEM45B	+
M	16164	1189	3		BARX2	+
M	16164	1190	1		CARD10/LGALS2	
M	16164	1190	2		CARD10	+
M	16164	1190	3		LGALS2	+
M	16164	1191	1		CTNNA1/SEC24A	
M	16164	1191	2		CTNNA1	+
M	16164	1191	3		SEC24A	+
M	16164	1192	1		ARHGAP23/ASIC2	
M	16164	1192	2		ARHGAP23	+
M	16164	1192	3		ASIC2	+
M	16164	1193	1		ASH1L/ZNF687	
M	16164	1193	2		ASH1L	+
M	16164	1193	3		ZNF687	+
M	16164	1194	1		PPP2R2A/ZDHHC2	
M	16164	1194	2		PPP2R2A	+
M	16164	1194	3		ZDHHC2	+
M	16164	1195	1		FBXL18/ACTB	
M	16164	1195	2		FBXL18	+
M	16164	1195	3		ACTB	+
M	16164	1196	1		FBXL18/ACTB	
M	16164	1196	2		FBXL18	+
M	16164	1196	3		ACTB	+
M	16164	1197	1		UBA2/CAPN12	
M	16164	1197	2		UBA2	+
M	16164	1197	3		CAPN12	+
M	16164	1198	1		FAM168B/ACTB	
M	16164	1198	2		FAM168B	+
M	16164	1198	3		ACTB	+
M	16164	1199	1		FAM168B/ACTB	
M	16164	1199	2		FAM168B	+
M	16164	1199	3		ACTB	+
M	16164	1200	1		RFX3/GLDC	
M	16164	1200	2		RFX3	+
M	16164	1200	3		GLDC	+
M	16164	1201	1		AGAP3/MKLN1	
M	16164	1201	2		AGAP3	+
M	16164	1201	3		MKLN1	+
M	16164	1202	1		UBE2J2/ACAP3	
M	16164	1202	2		UBE2J2	+
M	16164	1202	3		ACAP3	+
M	16164	1203	1		PRPF4B/F13A1	
M	16164	1203	2		PRPF4B	+
M	16164	1203	3		F13A1	+
M	16164	1204	1		ZNF709/CD177	
M	16164	1204	2		ZNF709	+
M	16164	1204	3		CD177	+
M	16164	1205	1		RAD54L2/ERC2	
M	16164	1205	2		RAD54L2	+
M	16164	1205	3		ERC2	+
M	16164	1206	1		TSGA10/LYG2	
M	16164	1206	2		TSGA10	+
M	16164	1206	3		LYG2	+
M	16164	1207	1		LRP5/DRAP1	
M	16164	1207	2		LRP5	+
M	16164	1207	3		DRAP1	+
M	16164	1208	1		RAD9A/KDM2A	
M	16164	1208	2		RAD9A	+
M	16164	1208	3		KDM2A	+
M	16164	1209	1		MACF1/AKIRIN1	
M	16164	1209	2		MACF1	+
M	16164	1209	3		AKIRIN1	+
M	16164	1210	1		MACF1/AKIRIN1	
M	16164	1210	2		MACF1	+
M	16164	1210	3		AKIRIN1	+
M	16164	1211	1		AGO2/PTK2	
M	16164	1211	2		AGO2	+
M	16164	1211	3		PTK2	+
M	16164	1212	1		ABTB2/KDM2A	
M	16164	1212	2		ABTB2	+
M	16164	1212	3		KDM2A	+
M	16164	1213	1		PEMT/RAI1	
M	16164	1213	2		PEMT	+
M	16164	1213	3		RAI1	+
M	16164	1214	1		MAP4/CAMP	
M	16164	1214	2		MAP4	+
M	16164	1214	3		CAMP	+
M	16164	1215	1		CYTIP/MGAT5	
M	16164	1215	2		CYTIP	+
M	16164	1215	3		MGAT5	+
M	16164	1216	1		OSBPL9/SERINC5	
M	16164	1216	2		OSBPL9	+
M	16164	1216	3		SERINC5	+
M	16164	1217	1		SFPQ/TFE3	
M	16164	1217	2		SFPQ	+
M	16164	1217	3		TFE3	+
M	16164	1218	1		ARIH2/CAMP	
M	16164	1218	2		ARIH2	+
M	16164	1218	3		CAMP	+
M	16164	1219	1		KHSRP/TFE3	
M	16164	1219	2		KHSRP	+
M	16164	1219	3		TFE3	+
M	16164	1220	1		MED15/TFE3	
M	16164	1220	2		MED15	+
M	16164	1220	3		TFE3	+
M	16164	1221	1		VPS13B/SGCZ	
M	16164	1221	2		VPS13B	+
M	16164	1221	3		SGCZ	+
M	16164	1222	1		CBFA2T2/CAMP	
M	16164	1222	2		CBFA2T2	+
M	16164	1222	3		CAMP	+
M	16164	1223	1		MVB12B/MAMDC2	
M	16164	1223	2		MVB12B	+
M	16164	1223	3		MAMDC2	+
M	16164	1224	1		CNNM2/SUFU	
M	16164	1224	2		CNNM2	+
M	16164	1224	3		SUFU	+
M	16164	1225	1		ART3/NUP54	
M	16164	1225	2		ART3	+
M	16164	1225	3		NUP54	+
M	16164	1226	1		PRKCI/SAMD7	
M	16164	1226	2		PRKCI	+
M	16164	1226	3		SAMD7	+
M	16164	1227	1		IREB2/WDR93	
M	16164	1227	2		IREB2	+
M	16164	1227	3		WDR93	+
M	16164	1228	1		SERPINA1/GAPDH	
M	16164	1228	2		SERPINA1	+
M	16164	1228	3		GAPDH	+
M	16164	1229	1		GIPC1/ILVBL	
M	16164	1229	2		GIPC1	+
M	16164	1229	3		ILVBL	+
M	16164	1230	1		ZC3HAV1/ITPKB	
M	16164	1230	2		ZC3HAV1	+
M	16164	1230	3		ITPKB	+
M	16164	1231	1		ZNF669/ITPKB	
M	16164	1231	2		ZNF669	+
M	16164	1231	3		ITPKB	+
M	16164	1232	1		SIKE1/FAF1	
M	16164	1232	2		SIKE1	+
M	16164	1232	3		FAF1	+
M	16164	1233	1		SKI/FAF1	
M	16164	1233	2		SKI	+
M	16164	1233	3		FAF1	+
M	16164	1234	1		CTNNAL1/EPB41L4B	
M	16164	1234	2		CTNNAL1	+
M	16164	1234	3		EPB41L4B	+
M	16164	1235	1		CTNNAL1/EPB41L4B	
M	16164	1235	2		CTNNAL1	+
M	16164	1235	3		EPB41L4B	+
M	16164	1236	1		DSTN/ARPC5	
M	16164	1236	2		DSTN	+
M	16164	1236	3		ARPC5	+
M	16164	1237	1		NFAT5/DENND2C	
M	16164	1237	2		NFAT5	+
M	16164	1237	3		DENND2C	+
M	16164	1238	1		EYS/FILIP1	
M	16164	1238	2		EYS	+
M	16164	1238	3		FILIP1	+
M	16164	1239	1		STX17/NR4A3	
M	16164	1239	2		STX17	+
M	16164	1239	3		NR4A3	+
M	16164	1240	1		RBMS2/LITAF	
M	16164	1240	2		RBMS2	+
M	16164	1240	3		LITAF	+
M	16164	1241	1		SNX29/LITAF	
M	16164	1241	2		SNX29	+
M	16164	1241	3		LITAF	+
M	16164	1242	1		CRTC1/SSBP4	
M	16164	1242	2		CRTC1	+
M	16164	1242	3		SSBP4	+
M	16164	1243	1		FMNL2/GPBAR1	
M	16164	1243	2		FMNL2	+
M	16164	1243	3		GPBAR1	+
M	16164	1244	1		TESK2/GPR37L1	
M	16164	1244	2		TESK2	+
M	16164	1244	3		GPR37L1	+
M	16164	1245	1		TM9SF4/HM13	
M	16164	1245	2		TM9SF4	+
M	16164	1245	3		HM13	+
M	16164	1246	1		TPX2/HM13	
M	16164	1246	2		TPX2	+
M	16164	1246	3		HM13	+
M	16164	1247	1		ARFGEF2/CNIH2	
M	16164	1247	2		ARFGEF2	+
M	16164	1247	3		CNIH2	+
M	16164	1248	1		PTPRJ/MADD	
M	16164	1248	2		PTPRJ	+
M	16164	1248	3		MADD	+
M	16164	1249	1		JUP/AARSD1	
M	16164	1249	2		JUP	+
M	16164	1249	3		AARSD1	+
M	16164	1250	1		PGS1/BIRC5	
M	16164	1250	2		PGS1	+
M	16164	1250	3		BIRC5	+
M	16164	1251	1		PRDM2/FBLIM1	
M	16164	1251	2		PRDM2	+
M	16164	1251	3		FBLIM1	+
